"","longitude","latitude","housing_median_age","total_rooms","total_bedrooms","population","households","median_income","median_house_value","ocean_proximity","income_cat"
"1679",-122.32,38.06,4,7999,1611,3596,1396,5.0969,174200,"NEAR BAY",4
"1692",-122.24,38.01,16,2084,315,1154,307,6.0102,235600,"NEAR BAY",5
"1697",-122.27,38,12,1592,242,969,233,6.1576,248700,"NEAR BAY",5
"1705",-122.3,37.97,35,1811,377,911,340,3.375,149700,"NEAR BAY",3
"1709",-122.31,37.94,38,2172,403,945,384,4.3958,194200,"NEAR BAY",3
"1722",-122.39,38,33,44,6,23,11,4.125,212500,"NEAR BAY",3
"1728",-122.37,37.96,37,1572,402,1046,350,0.7403,68600,"NEAR BAY",1
"1729",-122.41,37.98,36,60,15,42,25,1.4583,67500,"NEAR BAY",1
"1731",-122.35,37.98,34,3756,726,2237,686,3.7562,132900,"NEAR BAY",3
"1736",-122.32,37.97,33,1595,292,991,300,4.6937,134100,"NEAR BAY",4
"1740",-122.33,37.97,45,1982,376,1179,398,3.5463,130800,"NEAR BAY",3
"1757",-122.32,37.93,40,1141,213,434,196,3.9464,186900,"NEAR BAY",3
"1768",-122.34,37.95,44,1788,368,933,329,2.875,133400,"NEAR BAY",2
"1782",-122.36,37.94,45,907,188,479,161,3.0862,79000,"NEAR BAY",3
"1790",-122.36,37.93,17,1258,254,885,229,3.05,121600,"NEAR BAY",3
"1801",-122.33,37.91,36,1954,513,1437,440,1.125,93800,"NEAR BAY",1
"1804",-122.35,37.91,4,2851,798,1285,712,4.2895,186800,"NEAR BAY",3
"1807",-122.34,37.93,32,2389,652,1672,584,1.4423,88300,"NEAR BAY",1
"1810",-122.32,37.92,29,2304,399,1377,454,5.0187,140600,"NEAR BAY",4
"1811",-122.33,37.92,26,3887,779,2512,740,2.2301,122400,"NEAR BAY",2
"1820",-122.32,37.94,47,1911,283,697,275,6.2712,267700,"NEAR BAY",5
"1822",-122.29,37.92,35,583,88,235,84,5.943,288200,"NEAR BAY",4
"1835",-122.3,37.91,40,2866,617,1305,589,3.6321,209100,"NEAR BAY",3
"1836",-122.3,37.9,37,2125,489,912,462,2.9219,217200,"NEAR BAY",2
"1840",-122.29,37.92,36,1450,235,568,234,6,311400,"NEAR BAY",4
"1843",-122.29,37.91,40,2085,329,796,339,5.5357,273700,"NEAR BAY",4
"1844",-122.29,37.9,52,2657,500,1131,489,4.4286,234900,"NEAR BAY",3
"1846",-122.28,37.9,49,3191,516,1148,507,6.3538,333700,"NEAR BAY",5
"1847",-122.28,37.9,52,1369,249,490,248,4.1212,287500,"NEAR BAY",3
"1848",-122.28,37.91,41,3009,482,1053,490,5.828,324400,"NEAR BAY",4
"1857",-124.21,41.75,20,3810,787,1993,721,2.0074,66900,"NEAR OCEAN",2
"1864",-123.91,41.68,22,1880,360,743,314,2.9688,152700,"<1H OCEAN",2
"1871",-119.94,38.95,25,1789,536,1134,396,2.32,91300,"INLAND",2
"1877",-119.96,38.94,19,1429,292,585,188,2.2589,131600,"INLAND",2
"1884",-119.99,38.94,22,3119,640,786,351,3.0806,118500,"INLAND",3
"1890",-120,38.93,17,8005,1382,999,383,3.9722,313400,"INLAND",3
"1893",-120,38.92,26,529,116,191,83,3.5,103600,"INLAND",3
"1900",-120.01,38.89,24,1669,422,589,281,3.0089,100800,"INLAND",3
"1905",-120,38.87,12,1437,268,395,144,4.225,127600,"INLAND",3
"1906",-119.96,38.84,17,2722,512,828,289,3.5714,109700,"INLAND",3
"1910",-120.02,38.86,19,2429,459,883,300,3.017,97600,"INLAND",3
"1912",-120.16,39.04,18,2040,402,350,129,4.0313,126000,"INLAND",3
"1939",-120.98,38.68,5,4810,909,2242,900,3.2964,176900,"INLAND",3
"1941",-120.96,38.66,11,2339,436,1062,380,3.9036,180800,"INLAND",3
"1942",-120.97,38.65,9,3707,602,1601,555,4.0714,300600,"INLAND",3
"1949",-120.84,38.77,11,1013,188,410,158,4.825,184600,"INLAND",4
"1952",-120.84,38.73,17,2616,492,1158,457,2.8807,142600,"INLAND",2
"1956",-120.76,38.76,21,3509,606,1576,564,2.6392,148500,"INLAND",2
"1961",-120.67,38.76,35,2104,403,1060,400,2.1682,138100,"INLAND",2
"1962",-120.7,38.75,19,2325,430,967,376,2.9,158700,"INLAND",2
"1964",-120.58,38.77,15,2155,394,857,356,4.03,141200,"INLAND",3
"1965",-120.58,38.77,21,1661,406,789,319,2.3583,108700,"INLAND",2
"1971",-120.62,38.71,10,6305,1150,2597,921,4.0197,132200,"INLAND",3
"1974",-120.76,38.6,14,2925,625,1226,437,2.5865,133800,"INLAND",2
"1980",-120.08,38.8,34,1988,511,36,15,4.625,162500,"INLAND",4
"1983",-120.81,38.67,14,8396,1578,3952,1474,3.0565,118800,"INLAND",3
"1984",-120.76,38.65,17,2319,430,1126,372,3.5511,155900,"INLAND",3
"1987",-119.81,36.73,51,956,196,662,180,2.101,56700,"INLAND",2
"1990",-119.79,36.73,52,112,28,193,40,1.975,47500,"INLAND",2
"1999",-119.77,36.75,39,1287,332,1386,306,1.5227,46900,"INLAND",2
"2003",-119.78,36.75,31,1404,379,1515,387,1.2813,56400,"INLAND",1
"2005",-119.79,36.74,52,173,87,401,84,2.1094,75000,"INLAND",2
"2015",-119.79,36.72,19,1719,391,1369,368,1.25,53000,"INLAND",1
"2029",-119.75,36.71,38,1481,NA,1543,372,1.4577,49800,"INLAND",1
"2034",-119.76,36.73,39,1553,363,1449,341,1.4419,45500,"INLAND",1
"2042",-119.69,36.73,30,2437,349,1005,380,7.2211,171700,"INLAND",5
"2047",-119.72,36.73,9,1914,491,1116,424,1.4646,65900,"INLAND",1
"2049",-119.73,36.72,26,2645,1005,1660,991,0.6991,89500,"INLAND",1
"2052",-119.72,36.71,7,2456,463,1350,424,3.0179,91600,"INLAND",3
"2053",-119.73,36.72,15,2246,456,1190,403,2.0294,70400,"INLAND",2
"2057",-119.67,36.65,20,2512,449,1464,450,3.9211,92300,"INLAND",3
"2058",-119.63,36.64,33,1036,181,620,174,3.4107,110400,"INLAND",3
"2064",-119.73,36.59,31,1551,296,1058,287,3.3438,92600,"INLAND",3
"2066",-119.78,36.65,27,1226,240,706,211,2.77,68400,"INLAND",2
"2070",-119.87,36.72,30,1584,316,984,300,2.0658,67900,"INLAND",2
"2085",-119.81,36.76,52,1792,352,1049,357,2.4375,57100,"INLAND",2
"2086",-119.8,36.76,52,2224,418,832,406,2.3952,78400,"INLAND",2
"2093",-119.78,36.75,43,2070,512,1925,444,1.4635,46600,"INLAND",1
"2096",-119.76,36.75,35,1607,383,1407,382,2.19,53400,"INLAND",2
"2102",-119.76,36.74,52,2137,448,1194,444,1.3029,69100,"INLAND",1
"2109",-119.75,36.74,39,1740,351,1098,347,1.8958,51300,"INLAND",2
"2117",-119.72,36.75,11,4832,993,2190,888,2.6611,74700,"INLAND",2
"2121",-119.73,36.75,39,1745,321,901,303,3.1719,67900,"INLAND",3
"2122",-119.7,36.75,11,3626,779,1819,731,2.4956,87500,"INLAND",2
"2123",-119.71,36.74,18,8099,1670,4476,1514,2.4728,88300,"INLAND",2
"2129",-119.72,36.8,16,2396,526,1338,518,2.1653,78800,"INLAND",2
"2130",-119.72,36.8,15,3045,689,1340,588,3.1953,85700,"INLAND",3
"2136",-119.72,36.8,23,2128,442,1047,450,2.625,71500,"INLAND",2
"2140",-119.74,36.77,30,2427,482,1375,518,2.5737,76900,"INLAND",2
"2141",-119.75,36.77,32,1962,399,1005,392,2.6726,70400,"INLAND",2
"2148",-119.77,36.78,36,3616,779,1994,786,2.5434,67300,"INLAND",2
"2154",-119.8,36.77,52,2964,512,1114,486,3.8105,87600,"INLAND",3
"2156",-119.79,36.78,41,2227,462,1129,415,2.319,59100,"INLAND",2
"2173",-119.85,36.78,8,3096,684,1454,545,2.7857,79700,"INLAND",2
"2175",-119.85,36.77,9,1142,314,620,283,2.0446,81300,"INLAND",2
"2177",-119.85,36.76,10,2067,450,845,354,1.8214,80100,"INLAND",2
"2179",-119.87,36.76,34,1649,323,919,316,2.875,74500,"INLAND",2
"2180",-119.9,36.79,22,1970,332,1066,319,3.3125,106100,"INLAND",3
"2186",-119.98,36.74,26,1453,251,896,260,3.4861,112500,"INLAND",3
"2194",-119.99,36.8,45,1270,242,598,214,3.2813,105400,"INLAND",3
"2196",-120.04,36.79,48,1341,239,671,208,2.7917,82800,"INLAND",2
"2201",-119.85,36.83,15,2563,335,1080,356,6.7181,160300,"INLAND",5
"2203",-119.86,36.82,12,1488,253,675,223,4.7622,89300,"INLAND",4
"2204",-119.85,36.82,9,3995,778,1691,712,3.3239,91300,"INLAND",3
"2205",-119.85,36.82,15,1387,236,638,195,5.5842,88900,"INLAND",4
"2213",-119.86,36.8,18,2536,516,1196,466,2.5595,67900,"INLAND",2
"2222",-119.84,36.82,17,2807,376,996,353,5.5357,167700,"INLAND",4
"2223",-119.83,36.82,14,1087,165,365,176,7.2909,155600,"INLAND",5
"2224",-119.82,36.82,28,2268,336,752,330,5.2809,151500,"INLAND",4
"2231",-119.77,36.84,15,2058,412,891,378,3.2569,124400,"INLAND",3
"2234",-119.78,36.86,8,3468,675,1604,626,4.2071,128300,"INLAND",3
"2237",-119.8,36.86,7,6434,1201,2733,1045,3.7656,145000,"INLAND",3
"2239",-119.82,36.84,7,2289,342,1077,354,5.4868,158800,"INLAND",4
"2244",-119.79,36.82,25,2330,462,1215,467,3.2143,93000,"INLAND",3
"2245",-119.8,36.83,17,1560,261,709,258,4.3315,95800,"INLAND",3
"2249",-119.8,36.82,24,5377,1005,2010,982,3.4542,121200,"INLAND",3
"2251",-119.8,36.8,43,1951,288,725,308,6.3359,169300,"INLAND",5
"2253",-119.83,36.8,24,3756,681,1586,739,3.8571,90100,"INLAND",3
"2260",-119.83,36.78,35,1789,357,933,357,2.5223,66200,"INLAND",2
"2264",-119.81,36.78,35,1012,245,633,240,2.0324,55500,"INLAND",2
"2268",-119.82,36.79,18,5822,1439,3415,1224,1.6854,64700,"INLAND",2
"2269",-119.81,36.79,35,2314,443,954,457,2.9506,73800,"INLAND",2
"2275",-119.79,36.81,35,1877,328,1155,353,3.069,69600,"INLAND",3
"2283",-119.78,36.79,33,2260,440,966,413,2.9301,68300,"INLAND",2
"2288",-119.74,36.79,28,2857,619,1614,592,2.1573,71400,"INLAND",2
"2298",-119.76,36.81,19,4643,1429,4638,1335,1.2716,69400,"INLAND",1
"2301",-119.77,36.81,28,1713,302,663,282,3.567,85500,"INLAND",3
"2303",-119.78,36.83,18,4164,741,1817,681,4.2153,95200,"INLAND",3
"2309",-119.75,36.83,15,2793,436,1411,441,4.9292,109400,"INLAND",4
"2313",-119.74,36.85,3,10425,2121,4432,1778,3.9032,140800,"INLAND",3
"2315",-119.71,36.88,17,2236,315,992,312,6.9405,165200,"INLAND",5
"2316",-119.69,36.86,20,1676,263,786,240,4,164600,"INLAND",3
"2317",-119.69,36.85,20,2655,432,1081,379,4.5398,143100,"INLAND",4
"2320",-119.7,36.82,25,2379,540,1482,484,2.3173,68200,"INLAND",2
"2322",-119.71,36.83,5,1087,338,623,362,1.8061,113400,"INLAND",2
"2323",-119.71,36.83,15,2727,500,1228,436,3.5078,109000,"INLAND",3
"2325",-119.73,36.83,14,3348,491,1584,493,5.0828,111400,"INLAND",4
"2326",-119.71,36.82,12,2144,568,1320,566,2.3381,112500,"INLAND",2
"2335",-119.69,36.83,32,1098,NA,726,224,1.4913,54600,"INLAND",1
"2340",-119.67,36.82,2,2579,376,1133,342,4.5577,123300,"INLAND",4
"2346",-119.69,36.81,13,1524,366,994,370,2.5446,93800,"INLAND",2
"2350",-119.67,36.8,9,3712,508,1632,474,6.011,163100,"INLAND",5
"2361",-119.63,36.7,42,1338,215,617,222,3.0833,133300,"INLAND",3
"2368",-119.56,36.71,29,1963,392,1208,398,2.5741,73000,"INLAND",2
"2375",-119.57,36.7,7,1761,309,974,308,3.7261,83900,"INLAND",3
"2376",-119.58,36.69,42,1032,215,812,225,1.9766,58100,"INLAND",2
"2383",-119.41,36.68,18,1802,332,945,292,3.4044,115300,"INLAND",3
"2385",-119.39,36.64,38,949,190,578,187,2.3618,80000,"INLAND",2
"2390",-119.48,37,16,2904,551,1467,509,3.1736,111800,"INLAND",3
"2396",-119.34,37.12,23,1881,380,64,37,3.875,125000,"INLAND",3
"2398",-119.32,37.06,15,3111,651,276,107,5.1314,179200,"INLAND",4
"2407",-119.31,36.62,25,831,230,947,244,1.4481,51700,"INLAND",1
"2409",-119.44,36.6,5,2353,608,2505,573,2.2863,69200,"INLAND",2
"2423",-119.45,36.59,28,1274,215,572,202,3.825,84200,"INLAND",3
"2425",-119.54,36.61,20,1490,318,1474,326,1.4937,54700,"INLAND",1
"2427",-119.5,36.62,34,1440,267,1018,265,2.2206,63400,"INLAND",2
"2431",-119.6,36.66,27,1388,296,1056,284,1.6094,55200,"INLAND",2
"2437",-119.6,36.58,28,1452,300,919,308,2.8287,73100,"INLAND",2
"2443",-119.61,36.57,42,2242,521,1359,483,1.5833,65100,"INLAND",2
"2446",-119.64,36.56,34,576,117,363,97,2.0658,92500,"INLAND",2
"2447",-119.61,36.56,34,1911,497,1886,481,1.625,53000,"INLAND",2
"2451",-119.55,36.51,46,1889,390,971,403,2.2132,76600,"INLAND",2
"2455",-119.56,36.53,19,2746,495,1670,518,3.2019,95700,"INLAND",3
"2457",-119.67,36.57,32,1604,292,868,276,2.1908,110000,"INLAND",2
"2463",-119.69,36.43,29,1799,356,1278,387,1.7813,57900,"INLAND",2
"2466",-119.81,36.51,31,1241,254,767,226,2.7321,83600,"INLAND",2
"2481",-120.27,36.29,11,1337,412,1376,318,2.4398,87500,"INLAND",2
"2490",-120.36,36.13,29,1938,434,1306,415,3.0134,55500,"INLAND",3
"2495",-120.19,36.6,25,875,214,931,214,1.5536,58300,"INLAND",2
"2499",-120.51,36.55,20,1193,263,1274,241,1.9417,38800,"INLAND",2
"2506",-120.44,36.84,29,1563,293,883,288,2.8182,90500,"INLAND",2
"2509",-120.55,36.97,42,1766,344,1084,323,2.3295,74400,"INLAND",2
"2516",-122.19,39.74,39,4179,814,2111,809,2.3507,65600,"INLAND",2
"2519",-122.13,39.74,20,1401,280,668,250,2.2569,94300,"INLAND",2
"2520",-122.18,39.7,23,1658,307,836,297,3.35,85400,"INLAND",3
"2522",-122.74,39.71,16,255,73,85,38,1.6607,14999,"INLAND",2
"2524",-122.14,39.65,33,419,77,190,67,3.6429,87500,"INLAND",3
"2530",-122.22,39.51,17,1201,268,555,277,2.1,66900,"INLAND",2
"2536",-122.1,39.47,43,1320,215,512,197,2.4917,77100,"INLAND",2
"2537",-121.94,39.45,39,844,161,535,165,1.832,70500,"INLAND",2
"2542",-124.17,40.8,52,1606,419,891,367,1.585,75500,"NEAR OCEAN",2
"2547",-124.19,40.78,37,1371,319,640,260,1.8242,70000,"NEAR OCEAN",2
"2549",-124.18,40.79,40,1398,311,788,279,1.4668,64600,"NEAR OCEAN",1
"2551",-124.16,40.78,43,2241,446,932,395,2.9038,82000,"NEAR OCEAN",2
"2555",-124.18,40.78,33,1076,222,656,236,2.5096,72200,"NEAR OCEAN",2
"2560",-124.15,40.81,50,340,74,235,83,1.75,67500,"NEAR OCEAN",2
"2564",-124.16,40.8,52,1703,500,952,435,1.1386,74100,"NEAR OCEAN",1
"2565",-124.14,40.79,38,1552,290,873,291,2.4896,81000,"NEAR OCEAN",2
"2567",-124.16,40.78,46,1975,346,791,349,3.8,81800,"NEAR OCEAN",3
"2570",-124.14,40.78,35,2426,423,982,432,3.4219,92800,"NEAR OCEAN",3
"2579",-124.06,40.86,34,4183,NA,1891,669,3.2216,98100,"NEAR OCEAN",3
"2590",-124.1,40.88,35,2987,578,1581,585,2.0657,81100,"NEAR OCEAN",2
"2591",-124.09,40.88,31,1982,495,1052,467,1.5326,74100,"NEAR OCEAN",2
"2593",-124.1,40.9,18,4032,798,1948,775,2.7321,92600,"NEAR OCEAN",2
"2598",-123.76,41.03,24,2386,565,1058,414,2.0644,79800,"<1H OCEAN",2
"2611",-123.98,40.88,41,1719,372,844,336,2.6923,84200,"<1H OCEAN",2
"2615",-124.16,40.95,20,1075,214,529,196,3.1406,96000,"NEAR OCEAN",3
"2623",-124.1,40.95,17,1485,345,823,316,1.8993,78400,"NEAR OCEAN",2
"2624",-124.07,40.81,23,2103,411,1019,387,2.9911,119700,"NEAR OCEAN",2
"2625",-124.02,40.72,28,3513,634,1658,598,3.8095,119900,"<1H OCEAN",3
"2629",-124.14,40.67,23,580,117,320,109,4.2054,130600,"NEAR OCEAN",3
"2631",-124.21,40.75,32,1218,331,620,268,1.6528,58100,"NEAR OCEAN",2
"2639",-124.14,40.59,22,1665,405,826,382,1.5625,66800,"NEAR OCEAN",2
"2659",-124,40.22,16,2088,535,816,326,1.319,70700,"<1H OCEAN",1
"2676",-115.41,32.99,29,1141,220,684,194,3.4038,107800,"INLAND",3
"2678",-115.52,32.98,32,1615,382,1307,345,1.4583,58600,"INLAND",1
"2683",-115.54,32.98,27,1513,395,1121,381,1.9464,60600,"INLAND",2
"2688",-115.55,32.98,33,2266,365,952,360,5.4349,143000,"INLAND",4
"2692",-115.52,32.97,10,1879,387,1376,337,1.9911,67500,"INLAND",2
"2697",-115.37,32.82,14,1276,270,867,261,1.9375,80900,"INLAND",2
"2700",-115.38,32.81,35,1263,262,950,241,1.8958,67500,"INLAND",2
"2711",-115.73,32.8,44,472,81,206,57,2.2083,93800,"INLAND",2
"2718",-115.57,32.8,16,1307,359,961,327,1.1853,72600,"INLAND",1
"2720",-115.48,32.8,21,1260,246,805,239,2.6172,88500,"INLAND",2
"2726",-115.55,32.79,22,565,162,692,141,1.2083,53600,"INLAND",1
"2735",-115.56,32.78,34,2856,555,1627,522,3.2083,76200,"INLAND",3
"2741",-115.56,32.78,29,1568,283,848,245,3.1597,76200,"INLAND",3
"2749",-115.57,32.78,15,1413,279,803,277,4.3021,87500,"INLAND",3
"2752",-115.49,32.69,17,1960,389,1691,356,1.899,64000,"INLAND",2
"2767",-116.01,33.41,20,1996,515,659,295,2.8684,62800,"INLAND",2
"2772",-115.9,33.34,19,1210,248,329,155,1.7857,62800,"INLAND",2
"2781",-114.55,32.8,19,2570,820,1431,608,1.275,56100,"INLAND",1
"2785",-118.43,37.4,19,2460,405,1225,425,4.1576,141500,"INLAND",3
"2788",-118.45,37.37,26,3135,524,1385,523,4.337,139700,"INLAND",3
"2793",-118.39,37.36,38,1813,410,902,396,2.3261,98400,"INLAND",2
"2801",-116.22,36,14,1372,386,436,213,1.1471,32900,"INLAND",1
"2804",-119.03,35.42,38,2952,598,1491,568,2.6094,67900,"INLAND",2
"2807",-119.02,35.44,29,3415,631,1527,597,4.0125,84400,"INLAND",3
"2823",-119.04,35.41,20,3268,833,1622,758,1.3587,67500,"INLAND",1
"2828",-119.09,35.43,28,254,35,118,37,4.8571,237500,"INLAND",4
"2835",-118.99,35.4,43,2225,392,890,374,4.0208,90400,"INLAND",3
"2837",-119,35.4,44,2250,378,928,379,4.3906,93900,"INLAND",3
"2839",-119,35.39,51,1373,284,648,300,2.8295,72100,"INLAND",2
"2841",-118.97,35.4,34,1859,323,854,309,3.1906,76200,"INLAND",3
"2849",-118.96,35.4,27,2473,400,1271,427,3.5524,89100,"INLAND",3
"2858",-118.94,35.4,14,5548,941,2815,935,4.2214,104600,"INLAND",3
"2860",-118.94,35.39,13,3137,417,1318,397,7.7751,194100,"INLAND",5
"2865",-118.91,35.37,32,4121,755,2590,721,3.3462,67600,"INLAND",3
"2867",-118.92,35.37,17,3589,701,1746,640,2.4919,75700,"INLAND",2
"2869",-118.94,35.37,33,3372,741,2352,704,2.0643,57600,"INLAND",2
"2886",-118.98,35.38,34,1020,247,795,228,1.625,50800,"INLAND",2
"2895",-118.99,35.37,38,918,220,743,222,1.7292,58100,"INLAND",2
"2896",-118.98,35.37,35,825,179,670,181,1.1638,57900,"INLAND",1
"2901",-119.01,35.37,44,593,136,364,121,1.4779,66000,"INLAND",1
"2906",-119.03,35.38,38,2122,394,843,410,3,91800,"INLAND",2
"2907",-119.03,35.38,52,1695,290,540,260,2.7312,147100,"INLAND",2
"2909",-119.04,35.37,44,1618,310,667,300,2.875,82700,"INLAND",2
"2910",-119.03,35.39,28,4513,764,1593,763,2.9821,118700,"INLAND",2
"2911",-119.04,35.36,36,1942,414,1051,411,1.8362,66900,"INLAND",2
"2913",-119.05,35.36,16,4507,1049,2261,959,3.3261,118400,"INLAND",3
"2915",-119.08,35.36,12,6442,1116,2966,1092,4.5791,123400,"INLAND",4
"2918",-119.03,35.36,41,1944,363,977,388,3.9097,81300,"INLAND",3
"2919",-119.04,35.36,40,1533,312,771,306,3.0435,69500,"INLAND",3
"2920",-119.04,35.37,46,1637,338,714,297,2.1818,75300,"INLAND",2
"2922",-119.02,35.36,48,1833,396,947,363,2.2827,70000,"INLAND",2
"2932",-119,35.35,35,1164,277,992,284,1.4015,48700,"INLAND",1
"2933",-119,35.36,35,1021,280,1258,239,1.7375,48600,"INLAND",2
"2947",-118.99,35.35,27,1615,355,1380,332,1.6632,49800,"INLAND",2
"2950",-119,35.35,31,2931,716,1969,588,2.2155,62100,"INLAND",2
"2958",-119.03,35.34,36,3474,645,1679,616,2.7256,71900,"INLAND",2
"2959",-119.03,35.35,34,1441,294,695,275,2.6875,73700,"INLAND",2
"2962",-119.06,35.35,20,9351,2139,4584,1953,2.575,69900,"INLAND",2
"2963",-119.05,35.34,14,3580,984,1933,912,2.6637,175000,"INLAND",2
"2965",-119.05,35.34,17,2387,437,1204,423,4.0529,106200,"INLAND",3
"2968",-119.12,35.33,4,8574,1489,4250,1444,5.1036,103400,"INLAND",4
"2971",-119.08,35.35,20,892,129,331,135,7.1837,176300,"INLAND",5
"2972",-119.09,35.35,14,2113,256,842,265,8.5325,224100,"INLAND",5
"2979",-119.07,35.33,13,9027,1901,4870,1797,3.406,100700,"INLAND",3
"2982",-119.02,35.33,26,3691,826,2072,827,2.1553,84700,"INLAND",2
"2992",-118.99,35.3,33,2248,434,1461,405,2.9402,56200,"INLAND",2
"2999",-119.02,35.32,14,2927,588,1821,561,3.3529,82600,"INLAND",3
"3005",-119.01,35.3,7,8596,1597,4893,1520,3.9054,80900,"INLAND",3
"3009",-119.01,35.28,10,7011,1453,4163,1307,2.7659,77500,"INLAND",2
"3011",-118.99,35.27,32,444,102,242,87,1.1528,150000,"INLAND",1
"3015",-119.15,34.83,6,8733,1600,2006,736,4.5724,168400,"INLAND",4
"3016",-119.16,34.95,14,4054,787,1581,579,3.0882,148200,"INLAND",3
"3018",-119.4,35.06,21,2213,458,1250,440,2.9187,52100,"INLAND",2
"3023",-119.45,35.16,34,3437,696,1783,608,2.3912,52900,"INLAND",2
"3034",-119.11,35.39,22,984,176,451,170,3.25,88900,"INLAND",3
"3042",-119.28,35.52,36,786,194,573,134,2.2321,37500,"INLAND",2
"3043",-119.27,35.49,39,2649,572,1815,547,2.3533,65400,"INLAND",2
"3050",-119.38,35.49,34,2304,437,1506,403,2.2071,64600,"INLAND",2
"3058",-119.33,35.59,20,3085,691,2645,676,1.7868,54100,"INLAND",2
"3066",-119.24,35.67,32,3216,750,2639,709,2.0025,54700,"INLAND",2
"3067",-119.25,35.78,27,1513,342,1346,323,2.7411,59800,"INLAND",2
"3071",-119.25,35.79,8,3271,797,2700,688,1.7418,62200,"INLAND",2
"3076",-119.23,35.77,36,3225,635,2034,593,2.4044,72500,"INLAND",2
"3078",-119.23,35.77,26,2636,468,1416,485,4.1917,84000,"INLAND",3
"3081",-118.93,35.44,13,1439,237,557,227,6.1563,204200,"INLAND",5
"3088",-118.87,35.65,33,1504,325,584,223,3.4792,94600,"INLAND",3
"3092",-118.45,35.62,18,2304,527,782,390,1.4141,75800,"INLAND",1
"3093",-118.47,35.64,17,2248,535,927,427,1.3023,68500,"INLAND",1
"3097",-117.73,35.73,35,2916,594,1870,432,3.625,55000,"INLAND",3
"3107",-117.69,35.63,5,3151,482,1335,428,5.5773,109000,"INLAND",4
"3109",-117.68,35.61,9,4241,832,1929,742,3.5988,84500,"INLAND",3
"3111",-117.7,35.6,16,2678,483,1473,487,3.858,70200,"INLAND",3
"3114",-117.66,35.62,11,5897,1138,2728,1072,4.15,85700,"INLAND",3
"3116",-117.66,35.6,14,1740,391,850,317,2.5812,91700,"INLAND",2
"3121",-117.84,35.54,11,1751,316,765,296,5.0762,98000,"INLAND",4
"3126",-117.76,35.22,4,18,3,8,6,1.625,275000,"INLAND",2
"3128",-118.01,35.12,15,1926,361,917,316,3.3889,68500,"INLAND",3
"3133",-117.99,35.16,15,2180,416,960,370,2.875,87800,"INLAND",2
"3134",-118.27,34.92,20,873,175,422,159,2.9583,91700,"INLAND",2
"3148",-118.66,35.2,7,9664,1692,3617,1370,4.0581,162900,"INLAND",3
"3150",-118.48,35.14,4,8417,1657,4631,1468,3.6949,115800,"INLAND",3
"3152",-118.61,34.99,11,4031,766,1539,564,3.8917,120800,"INLAND",3
"3155",-118.43,35.12,8,1968,376,930,360,3.2632,99800,"INLAND",3
"3157",-118.44,35.13,21,1899,447,1133,391,1.8636,67900,"INLAND",2
"3158",-118.91,35.3,28,1793,358,1233,351,2.7845,82200,"INLAND",2
"3160",-118.83,35.27,33,1190,217,717,196,2.6302,81300,"INLAND",2
"3166",-118.85,35.2,17,2783,678,2566,641,1.9907,51200,"INLAND",2
"3167",-118.91,35.27,29,1401,317,1344,306,2.0921,61400,"INLAND",2
"3170",-118.91,35.24,29,2888,753,2949,699,1.7716,45500,"INLAND",2
"3171",-119.69,36.41,38,1016,202,540,187,2.2885,75000,"INLAND",2
"3180",-119.77,36.32,14,3400,618,1867,612,3.9926,92500,"INLAND",3
"3190",-119.78,36.27,29,1871,315,1066,309,4.5714,100800,"INLAND",4
"3191",-119.8,36.29,7,479,84,327,103,5.1728,107500,"INLAND",4
"3194",-119.72,36.32,40,1185,221,676,256,2.2721,52600,"INLAND",2
"3206",-119.62,36.35,10,3674,734,1864,718,2.6145,80300,"INLAND",2
"3212",-119.66,36.34,32,1338,276,859,286,2.6397,59700,"INLAND",2
"3217",-119.65,36.33,52,1257,257,624,243,2.3523,59100,"INLAND",2
"3226",-119.66,36.3,18,1147,202,717,212,3.3681,70500,"INLAND",3
"3234",-119.63,36.18,23,207,45,171,50,2.4286,1e+05,"INLAND",2
"3235",-119.59,36.11,32,752,159,524,155,2.25,50000,"INLAND",2
"3240",-119.56,36.09,35,1648,285,792,265,3.2847,64700,"INLAND",3
"3253",-120.14,36.04,27,2533,518,1371,461,2.9708,60900,"INLAND",2
"3266",-122.95,39.13,17,380,69,225,72,3.25,137500,"INLAND",3
"3276",-122.92,39.05,38,3131,624,1591,568,2.5457,80700,"INLAND",2
"3280",-122.87,39.13,15,1927,427,810,321,1.6369,86500,"INLAND",2
"3281",-122.86,39.08,24,3127,674,1015,448,2.0417,78800,"INLAND",2
"3284",-122.8,39.08,17,1880,467,798,342,1.4676,65000,"INLAND",1
"3294",-122.7,38.99,18,1177,224,181,105,2.3558,134700,"INLAND",2
"3301",-122.62,38.94,14,1731,400,638,282,2.3179,57500,"INLAND",2
"3304",-122.62,38.96,16,1914,446,828,332,2.0577,69000,"INLAND",2
"3307",-122.64,38.96,29,883,187,326,136,1.7273,58200,"INLAND",2
"3321",-122.83,38.99,15,289,49,191,54,1.6833,113900,"INLAND",2
"3327",-122.77,38.92,26,712,140,293,100,4.0119,119400,"INLAND",3
"3329",-122.72,38.88,29,2781,NA,890,310,1.9906,96600,"INLAND",2
